title,year,budget,gross,duration,classification,votes,rating,language,country,cast_total_facebook_likes,action,adventure,fantasy,sci_fi,thriller,romance,comedy,other,drama,crime
The Adventurer: The Curse of the Midas Box ,2013,25000000,4756,100,PG,4191,5.4,English,UK,2450,0,1,1,0,0,0,0,1,0,0
Anywhere But Here ,1999,23000000,18653615,114,12A,14786,6.1,English,USA,22040,0,0,0,0,0,0,1,0,1,0
Chasing Liberty ,2004,23000000,12189514,101,12A,30092,6.1,English,USA,829,0,0,0,0,0,1,1,0,0,0
The Crew ,2000,23000000,13019253,88,12A,3914,5.6,English,USA,1509,0,0,0,0,0,0,1,0,0,1
Jaws: The Revenge ,1987,23000000,20763013,92,12A,30840,2.8,English,USA,2355,0,1,0,0,1,0,0,1,0,0
Marvin's Room ,1996,23000000,12782508,98,12A,20163,6.7,English,USA,63194,0,0,0,0,0,0,0,0,1,0
The Longshots ,2008,23000000,11508423,94,PG,3174,5.1,English,USA,2453,0,0,0,0,0,0,1,1,1,0
The End of the Affair ,1999,23000000,10660147,102,15,17740,7.2,English,UK,672,0,0,0,0,0,1,0,0,1,0
Harley Davidson and the Marlboro Man ,1991,23000000,7434726,98,15,14473,6,English,USA,3671,1,0,0,0,1,0,0,1,1,1
Coco Before Chanel ,2009,19430000,6109075,111,12A,32003,6.7,French,France,735,0,0,0,0,0,0,0,1,1,0
Chéri ,2009,23000000,2708188,100,15,8924,6.2,English,UK,365,0,0,0,0,0,1,1,0,1,0
Vanity Fair ,2004,23000000,16123851,141,12A,17373,6.2,English,USA,1618,0,0,0,0,0,0,0,0,1,0
1408 ,2007,25000000,71975611,114,12A,209396,6.8,English,USA,214,0,0,1,0,0,0,0,1,0,0
Spaceballs ,1987,22700000,38119483,96,PG,136667,7.1,English,USA,2936,0,1,0,1,0,0,1,0,0,0
The Water Diviner ,2014,22500000,4190530,111,15,53341,7.1,English,Australia,1795,0,0,0,0,0,0,0,1,1,0
Ghost ,1990,22000000,217631306,127,12A,154199,7,English,USA,3100,0,0,1,0,1,1,0,0,1,0
There's Something About Mary ,1998,23000000,176483808,107,15,247289,7.1,English,USA,4664,0,0,0,0,0,1,1,0,0,0
The Santa Clause ,1994,22000000,144833357,97,PG,64742,6.4,English,USA,2790,0,0,1,0,0,0,1,1,1,0
The Rookie ,2002,20000000,75597042,127,U,26434,7,English,USA,6657,0,0,0,0,0,0,0,1,1,0
The Game Plan ,2007,22000000,90636983,110,PG,44021,6.2,English,USA,15170,0,0,0,0,0,0,1,1,0,0
The Bridges of Madison County ,1995,35000000,70960517,135,12A,54631,7.5,English,USA,27237,0,0,0,0,0,1,0,0,1,0
The Animal ,2001,22000000,55762229,84,12A,47383,4.8,English,USA,1203,0,0,0,1,0,0,1,0,0,0
The Hundred-Foot Journey ,2014,22000000,54235441,122,PG,52894,7.3,English,USA,1484,0,0,0,0,0,0,1,0,1,0
The Net ,1995,22000000,50728000,114,12A,48909,5.8,English,USA,1725,1,0,0,0,1,0,0,1,1,1
I Am Sam ,2001,22000000,40270895,132,12A,121937,7.6,English,USA,3152,0,0,0,0,0,0,0,0,1,0
Son of God ,2014,22000000,59696176,170,12A,15448,5.6,English,USA,775,0,0,0,0,0,0,0,1,1,0
Underworld ,2003,22000000,51483949,133,15,208092,7,English,UK,1777,1,0,1,0,1,0,0,0,0,0
Derailed ,2005,22000000,36020063,112,15,62584,6.6,English,USA,2019,0,0,0,0,1,0,0,0,1,0
The Informant! ,2009,21000000,33313582,108,15,52888,6.5,English,USA,16031,0,0,0,0,1,0,1,0,1,1
Shadowlands ,1993,22000000,25842000,115,PG,13455,7.4,English,UK,13619,0,0,0,0,0,1,0,1,1,0
Deuce Bigalow: European Gigolo ,2005,22000000,22264487,83,15,41239,4.6,English,USA,1729,0,0,0,0,0,0,1,0,0,0
Delivery Man ,2013,26000000,30659817,105,12A,59805,6.4,English,USA,1006,0,0,0,0,0,0,1,0,1,0
Victor Frankenstein ,2015,40000000,5773519,110,12A,28621,6,English,USA,12876,0,0,0,1,1,0,0,1,1,0
Saving Silverman ,2001,22000000,19351569,96,12A,33287,5.9,English,USA,664,0,0,0,0,0,1,1,0,0,1
Diary of a Wimpy Kid: Dog Days ,2012,22000000,49002815,94,PG,15665,6.4,English,USA,3153,0,0,0,0,0,0,1,1,0,0
Summer of Sam ,1999,22000000,19283782,142,15,31227,6.6,English,USA,5386,0,0,0,0,1,1,0,0,1,1
Jay and Silent Bob Strike Back ,2001,22000000,30059386,104,15,128593,6.9,English,USA,11632,0,0,0,0,0,0,1,0,0,0
The Island ,2005,126000000,35799026,136,12A,263336,6.9,English,USA,34838,1,1,0,1,1,1,0,0,0,0
The Glass House ,2001,30000000,17951431,106,12A,25462,5.8,English,USA,4239,0,0,0,0,1,0,0,1,1,1
"Hail, Caesar! ",2016,22000000,29997095,106,12A,60926,6.4,English,UK,38494,0,0,0,0,0,0,1,1,0,0
Josie and the Pussycats ,2001,22000000,14252830,98,12A,18900,5.3,English,Canada,3769,0,0,0,0,0,0,1,1,0,0
Homefront ,2013,22000000,19783777,100,15,82804,6.5,English,USA,39989,1,0,0,0,1,0,0,0,1,1
The Little Vampire ,2000,22000000,13555988,95,PG,7242,5.7,English,Germany,2216,0,1,1,0,0,0,1,1,0,0
I Heart Huckabees ,2004,22000000,12784713,107,15,56813,6.7,English,USA,8094,0,0,0,0,0,0,1,0,0,0
RoboCop 3 ,1993,23500000,10696210,104,12A,35018,3.9,English,USA,3148,1,0,0,1,1,0,0,0,0,1
Megiddo: The Omega Code 2 ,2001,22000000,5974653,104,12A,2253,4.1,English,USA,4221,1,1,1,1,1,0,0,0,0,0
Darling Lili ,1970,25000000,5000000,143,U,1547,6.2,English,USA,788,0,0,0,0,0,1,1,1,1,0
Dudley Do-Right ,1999,22000000,9694105,77,PG,8176,3.8,English,USA,5568,0,0,0,0,0,1,1,1,0,0
The Transporter Refueled ,2015,25000000,16027866,96,12A,26767,5.1,English,France,1411,1,0,0,0,1,0,0,0,0,1
Joyeux Noel ,2005,22000000,1050445,116,12A,21394,7.8,French,France,773,0,0,0,0,0,1,0,1,1,0
Hit and Run ,2012,2000000,13746550,100,15,29322,6.1,English,USA,15922,1,0,0,0,0,1,1,0,0,0
Mad Money ,2008,22000000,20668843,104,12A,16831,5.8,English,USA,2453,0,0,0,0,1,0,1,0,0,1
Before I Go to Sleep ,2014,22000000,2963012,92,15,48873,6.3,English,UK,14617,0,0,0,0,1,0,0,1,1,0
Stone ,2010,22000000,1796024,105,15,34985,5.4,English,USA,37766,0,0,0,0,1,0,0,0,1,0
Molière ,2007,16000000,634277,120,12A,5166,7.3,French,France,1651,0,0,0,0,0,0,1,1,0,0
Out of the Furnace ,2013,22000000,11326836,116,15,83171,6.8,English,USA,24134,0,0,0,0,1,0,0,0,1,1
Michael Clayton ,2007,25000000,49024969,119,15,133367,7.3,English,USA,3284,0,0,0,0,1,0,0,1,1,1
My Fellow Americans ,1996,21500000,22294341,101,12A,12278,6.5,English,USA,4629,0,1,0,0,0,0,1,0,0,0
Arlington Road ,1999,21500000,24362501,117,15,69980,7.2,English,USA,13576,0,0,0,0,1,0,0,0,1,1
To Rome with Love ,2012,17000000,16684352,112,15,67893,6.3,English,USA,1205,0,0,0,0,0,1,1,0,0,0
Firefox ,1982,21000000,46700000,136,PG,19832,5.9,English,USA,16805,1,1,0,0,1,0,0,0,0,0
South Park: Bigger Longer & Uncut ,1999,21000000,52008288,81,15,162037,7.8,English,USA,3003,0,0,1,0,0,0,1,1,0,0
Death at a Funeral ,2007,9000000,8579684,87,15,89547,7.4,English,USA,24324,0,0,0,0,0,0,1,0,0,0
Teenage Mutant Ninja Turtles III ,1993,17000000,42660000,96,PG,25086,4.8,English,USA,1254,1,1,1,1,0,0,1,1,0,0
Hardball ,2001,21000000,40219708,106,12A,22649,6.3,English,USA,18630,0,0,0,0,0,0,0,1,1,0
Silver Linings Playbook ,2012,21000000,132088910,122,15,533607,7.8,English,USA,72115,0,0,0,0,0,1,1,0,1,0
Freedom Writers ,2007,21000000,36581633,123,12A,52533,7.5,English,Germany,3994,0,0,0,0,0,0,0,1,1,1
The Transporter ,2002,21000000,25296447,92,12A,237248,6.8,English,France,27572,1,0,0,0,1,0,0,0,0,1
Never Back Down ,2008,20000000,24848292,110,12A,80556,6.6,English,USA,4089,1,0,0,0,0,0,0,1,1,0
The Rage: Carrie 2 ,1999,21000000,17757087,104,15,13065,4.6,English,USA,3162,0,0,0,1,1,0,0,1,0,0
Away We Go ,2009,17000000,9430988,98,15,45992,7.1,English,USA,1997,0,0,0,0,0,1,1,0,1,0
Swing Vote ,2008,21000000,16284360,120,12A,15079,6.1,English,USA,6212,0,0,0,0,0,0,1,0,1,0
Moonlight Mile ,2002,21000000,6830957,112,12A,11983,6.7,English,USA,16692,0,0,0,0,0,1,0,0,1,0
Tinker Tailor Soldier Spy ,2011,20000000,24104113,127,15,149066,7.1,English,France,46241,0,0,0,0,1,0,0,1,1,0
Molly ,1999,21000000,15593,102,12A,2295,5.8,English,USA,1562,0,0,0,0,0,1,1,0,1,0
The Beaver ,2011,21000000,958319,91,12A,39764,6.7,English,USA,34705,0,0,0,0,0,0,0,0,1,0
The Best Little Whorehouse in Texas ,1982,35000000,69700000,114,15,7748,5.8,English,USA,3688,0,0,0,0,0,0,1,1,0,0
eXistenZ ,1999,31000000,2840417,115,15,77493,6.8,English,Canada,2990,0,0,0,1,1,0,0,1,0,0
Raiders of the Lost Ark ,1981,18000000,242374454,115,PG,661017,8.5,English,USA,12906,1,1,0,0,0,0,0,0,0,0
Home Alone 2: Lost in New York ,1992,18000000,173585516,120,PG,200077,6.6,English,USA,7860,0,1,0,0,0,0,1,1,0,0
Close Encounters of the Third Kind ,1977,19400870,128300000,135,PG,139288,7.7,English,USA,1591,0,0,0,1,0,0,0,0,1,0
Pulse ,2006,20000000,20259297,90,12A,24969,4.7,English,USA,19952,0,0,0,1,1,0,0,1,1,0
Beverly Hills Cop II ,1987,28000000,153665036,100,15,84824,6.4,English,USA,4121,1,0,0,0,1,0,1,0,0,1
Bringing Down the House ,2003,33000000,132541238,105,12A,30058,5.5,English,USA,2505,0,0,0,0,0,0,1,0,0,0
The Silence of the Lambs ,1991,19000000,130727000,138,15,887467,8.6,English,USA,13184,0,0,0,0,1,0,0,1,1,1
Wayne's World ,1992,20000000,121697350,94,12A,114610,7,English,USA,4263,0,0,0,0,0,0,1,1,0,0
Jackass 3D ,2010,20000000,117224271,101,15,47794,7.1,English,USA,1787,1,0,0,0,0,0,1,1,0,0
Jaws 2 ,1978,20000000,102922376,131,PG,51314,5.7,English,USA,1520,0,1,0,0,1,0,0,1,0,0
Beverly Hills Chihuahua ,2008,20000000,94497271,91,PG,17829,3.7,English,USA,4729,0,1,0,0,0,1,1,1,1,0
The Conjuring ,2013,20000000,137387272,112,15,300110,7.5,English,USA,9049,0,0,0,0,1,0,0,1,0,0
Are We There Yet? ,2005,32000000,82301521,95,PG,22679,4.6,English,USA,3558,0,1,0,0,0,1,1,1,0,0
Tammy ,2014,20000000,84518155,100,15,35965,4.9,English,USA,2654,0,0,0,0,0,0,1,0,0,0
Disturbia ,2007,20000000,80050171,105,12A,186984,6.9,English,USA,2287,0,0,0,0,1,0,0,1,1,0
School of Rock ,2003,35000000,81257845,108,12A,210680,7.1,English,USA,4403,0,0,0,0,0,0,1,1,0,0
Mortal Kombat ,1995,18000000,70360285,101,12A,81783,5.8,English,USA,3816,1,1,1,1,1,0,0,0,0,0
Wicker Park ,2004,30000000,12831121,114,12A,44979,7,English,USA,679,0,0,0,0,1,1,0,1,1,0
White Chicks ,2004,37000000,69148997,109,12A,98794,5.4,English,USA,6313,0,0,0,0,0,0,1,0,0,1
The Descendants ,2011,20000000,82624961,115,15,205284,7.3,English,USA,9578,0,0,0,0,0,0,1,0,1,0
Holes ,2003,20000000,67325559,117,PG,58222,7.1,English,USA,1293,0,1,0,0,0,0,1,1,1,0
The Last Song ,2010,20000000,62933793,107,PG,62421,5.8,English,USA,2341,0,0,0,0,0,1,0,1,1,0
12 Years a Slave ,2013,20000000,56667870,134,15,439176,8.1,English,USA,4251,0,0,0,0,0,0,0,1,1,0
Drumline ,2002,20000000,56398162,118,12A,28649,5.7,English,USA,2390,0,0,0,0,0,1,1,1,1,0
Why Did I Get Married Too? ,2010,20000000,60072596,121,12A,7664,4.4,English,USA,6657,0,0,0,0,0,1,1,0,1,0
Edward Scissorhands ,1990,20000000,56362352,105,12A,357581,7.9,English,USA,42330,0,0,1,0,0,1,0,0,0,0
Me Before You ,2016,20000000,56154094,110,12A,44723,7.6,English,UK,21852,0,0,0,0,0,1,0,0,1,0
Madea's Witness Protection ,2012,20000000,65623128,114,12A,7354,4.8,English,USA,2753,0,0,0,0,0,0,1,0,1,1
Bad Moms ,2016,20000000,55461307,100,15,4654,6.7,English,USA,18786,0,0,0,0,0,0,1,0,0,0
Date Movie ,2006,20000000,48546578,85,12A,50415,2.7,English,USA,6539,0,0,0,0,0,1,1,0,0,0
Return to Never Land ,2002,20000000,48423368,72,U,13324,5.8,English,USA,3402,0,1,1,0,0,0,0,1,0,0
Selma ,2014,20000000,52066000,128,12A,61114,7.5,English,UK,3869,0,0,0,0,0,0,0,1,1,0
The Jungle Book 2 ,2003,20000000,47887943,72,U,11634,5.4,English,USA,4480,0,1,0,0,0,0,0,1,0,0
Boogeyman ,2005,20000000,46363118,89,12A,25960,4.1,English,USA,1383,0,0,0,0,1,0,0,1,1,0
Premonition ,2007,20000000,47852604,96,12A,62364,5.9,English,USA,1825,0,0,0,0,1,0,0,1,1,0
The Tigger Movie ,2000,30000000,45542421,77,U,13319,6.3,English,USA,575,0,0,0,0,0,0,1,1,1,0
Max ,2015,20000000,42652003,111,PG,18915,6.8,English,USA,2851,0,1,0,0,0,0,0,1,0,0
Epic Movie ,2007,20000000,39737645,93,12A,89687,2.3,English,USA,4293,0,1,0,0,0,0,1,0,0,0
Conan the Barbarian ,1982,20000000,37567440,129,15,113068,6.9,English,USA,2024,0,1,1,0,0,0,0,0,0,0
Spotlight ,2015,20000000,44988180,128,15,195333,8.1,English,USA,1058,0,0,0,0,0,0,0,1,1,1
Lakeview Terrace ,2008,22000000,39263506,110,12A,40469,6.1,English,USA,2382,0,0,0,0,1,0,0,0,1,1
The Grudge 2 ,2006,20000000,39143839,137,12A,38658,5,English,USA,5746,0,0,0,0,1,0,0,1,0,0
How Stella Got Her Groove Back ,1998,20000000,37672350,124,15,5427,5.5,English,USA,1660,0,0,0,0,0,1,1,0,1,0
Bill & Ted's Bogus Journey ,1991,20000000,38037513,93,PG,49680,6.2,English,USA,20188,0,1,1,1,0,0,1,1,0,0
Man of the Year ,2006,20000000,37442180,115,12A,28005,6.2,English,USA,52571,0,0,0,0,1,1,1,0,1,0
The American ,2010,20000000,35596227,105,15,79461,6.3,English,USA,1454,0,0,0,0,1,0,0,0,1,1
Selena ,1997,20000000,35422828,127,PG,19126,6.7,English,USA,1735,0,0,0,0,0,0,0,1,1,0
Vampires Suck ,2010,20000000,36658108,82,12A,39095,3.5,English,USA,2898,0,0,0,0,0,0,1,0,0,0
Babel ,2006,25000000,34300771,143,15,243799,7.5,English,France,11248,0,0,0,0,0,0,0,0,1,0
This Is Where I Leave You ,2014,19800000,34290142,103,15,54242,6.6,English,USA,4662,0,0,0,0,0,0,1,0,1,0
Doubt ,2008,20000000,33422556,104,12A,99236,7.5,English,USA,33903,0,0,0,0,0,0,0,1,1,0
Team America: World Police ,2004,30000000,32774834,98,15,136048,7.2,English,USA,2609,1,0,0,0,0,0,1,0,0,0
Texas Chainsaw 3D ,2013,11000000,34334256,92,15,35131,4.8,English,USA,1945,0,0,0,0,1,0,0,1,0,0
Copycat ,1995,20000000,32051917,123,15,42315,6.6,English,USA,12338,0,0,0,0,1,0,0,1,1,1
Scary Movie 5 ,2013,20000000,32014289,88,12A,50337,3.5,English,USA,34319,0,0,0,0,0,0,1,0,0,0
Milk ,2008,20000000,31838002,128,15,136673,7.6,English,USA,13189,0,0,0,0,0,0,0,1,1,0
Risen ,2016,20000000,36874745,107,12A,12276,6.3,English,USA,389,1,1,0,0,0,0,0,1,1,0
Ghost Ship ,2002,35000000,30079316,91,15,75920,5.5,English,USA,1083,0,0,0,0,0,0,0,1,0,0
A Very Harold & Kumar 3D Christmas ,2011,19000000,35033759,90,15,55008,6.3,English,USA,2462,0,1,0,0,0,0,1,0,0,0
Wild Things ,1998,20000000,29753944,115,15,90677,6.5,English,USA,14275,0,0,0,0,1,0,0,1,1,1
The Debt ,2010,20000000,31146570,113,15,55441,6.9,English,USA,1136,0,0,0,0,1,0,0,0,1,0
High Fidelity ,2000,20000000,27277055,113,15,143137,7.6,English,UK,3141,0,0,0,0,0,1,1,1,1,0
One Missed Call ,2008,27000000,26876529,87,12A,26624,3.9,English,Japan,1834,0,0,0,0,0,0,0,1,0,0
Eye for an Eye ,1996,20000000,53146000,101,15,9845,6.1,English,USA,3174,0,0,0,0,1,0,0,0,1,1
The Bank Job ,2008,20000000,30028592,111,15,152247,7.3,English,UK,27755,0,0,0,0,1,1,0,0,1,1
Eternal Sunshine of the Spotless Mind ,2004,20000000,34126138,108,15,666937,8.3,English,USA,19364,0,0,1,1,0,1,0,0,1,0
You Again ,2010,20000000,25677801,105,PG,41273,5.8,English,USA,4813,0,0,0,0,0,1,1,1,0,0
Street Kings ,2008,20000000,26415649,109,15,94892,6.8,English,USA,33878,1,0,0,0,1,0,0,0,1,1
The World's End ,2013,20000000,26003149,109,15,185587,7,English,UK,278,1,0,0,1,0,0,1,0,0,0
Nancy Drew ,2007,20000000,25584685,99,PG,15877,5.9,English,USA,3327,0,0,0,0,1,1,1,1,0,1
Daybreakers ,2009,20000000,29975979,98,15,105797,6.5,English,Australia,189,1,0,0,1,1,0,0,1,0,0
She's Out of My League ,2010,20000000,31584722,104,15,101730,6.4,English,USA,5707,0,0,0,0,0,1,1,0,0,0
Stay Alive ,2006,9000000,23078294,75,12A,25870,5.1,English,USA,3590,0,0,0,0,1,0,0,1,0,0
Quigley Down Under ,1990,20000000,21413105,119,12A,15230,6.8,English,Australia,45841,1,1,0,0,0,1,0,1,1,0
Alpha and Omega ,2010,20000000,25077977,90,PG,10986,5.3,English,USA,2486,0,1,0,0,0,1,1,1,0,0
The Covenant ,2006,20000000,23292105,97,12A,39541,5.3,English,USA,3261,1,0,1,0,1,0,0,1,0,0
Shorts ,2009,40000000,20916309,89,PG,5332,4.9,English,USA,88422,0,0,1,0,0,0,1,1,0,0
To Die For ,1995,20000000,21200000,106,15,34774,6.8,English,USA,3598,0,0,0,0,0,0,1,0,1,1
Nerve ,2016,20000000,28876924,96,12A,4303,7.1,English,USA,1780,0,1,0,1,1,0,0,1,0,1
Vampires ,1998,20000000,20241395,104,15,42664,6.1,English,USA,5123,1,0,0,0,1,0,0,1,0,0
Psycho ,1960,806947,32000000,108,15,422432,8.5,English,USA,1885,0,0,0,0,1,0,0,1,0,0
My Best Friend's Girl ,2008,40000000,19151864,112,15,36983,5.9,English,USA,3301,0,0,0,0,0,1,1,0,0,0
Endless Love ,2014,20000000,23393765,104,12A,31323,6.3,English,USA,18760,0,0,0,0,0,1,0,0,1,0
Georgia Rule ,2007,20000000,18882880,113,15,20539,5.9,English,USA,4039,0,0,0,0,0,0,1,0,1,0
Under the Rainbow ,1981,20000000,8500000,98,PG,2061,5.4,English,USA,1761,0,0,0,0,0,0,1,0,0,0
Simon Birch ,1998,30000000,18252684,114,PG,18366,6.9,English,USA,1816,0,0,0,0,0,0,1,1,1,0
Reign Over Me ,2007,20000000,19661987,124,15,83786,7.5,English,USA,17050,0,0,0,0,0,0,0,0,1,0
Into the Wild ,2007,15000000,18352454,148,15,426359,8.2,English,USA,18752,0,1,0,0,0,0,0,1,1,0
School for Scoundrels ,2006,20000000,17803796,108,12A,26100,5.9,English,USA,4374,0,0,0,0,0,0,1,0,0,0
Silent Hill: Revelation 3D ,2012,20000000,17529157,95,15,49888,5,English,France,2173,0,1,0,0,1,0,0,1,1,0
From Dusk Till Dawn ,1996,19000000,25753840,108,15,219091,7.3,English,USA,23296,0,0,1,0,0,0,0,1,0,1
Pooh's Heffalump Movie ,2005,20000000,18081626,68,U,4180,6.4,English,USA,861,0,0,1,0,0,0,0,1,0,0
Home for the Holidays ,1995,20000000,17518220,103,12A,9105,6.6,English,USA,25263,0,0,0,0,0,1,1,0,1,0
Kung Fu Hustle ,2004,20000000,17104669,99,15,99353,7.8,Cantonese,Hong Kong,537,1,0,1,0,0,0,1,0,0,1
The Country Bears ,2002,35000000,16988996,88,U,3875,4,English,USA,8189,0,0,0,0,0,0,1,1,0,0
The Kite Runner ,2007,20000000,15797907,128,12A,68119,7.6,Dari,USA,904,0,0,0,0,0,0,0,0,1,0
21 Grams ,2003,20000000,16248701,124,15,189683,7.7,English,USA,7567,0,0,0,0,0,0,0,0,1,0
Paparazzi ,2004,20000000,15712072,84,12A,13210,5.8,English,USA,2915,1,0,0,0,1,0,0,0,1,1
Twilight ,2008,37000000,191449475,122,12A,348010,5.2,English,USA,44061,0,0,1,0,0,1,0,0,1,0
A Guy Thing ,2003,20000000,15408822,101,12A,14147,5.6,English,USA,2698,0,0,0,0,0,1,1,0,0,0
Loser ,2000,20000000,15464026,98,12A,23076,5.3,English,USA,1189,0,0,0,0,0,1,1,0,0,0
The Greatest Story Ever Told ,1965,20000000,8000000,225,U,6484,6.6,English,USA,1934,0,0,0,0,0,0,0,1,1,0
Disaster Movie ,2008,25000000,14174654,88,12A,74945,1.9,English,USA,2857,0,0,0,0,0,0,1,0,0,0
Armored ,2009,27000000,15988876,88,12A,26236,5.7,English,USA,137712,1,0,0,0,1,0,0,0,0,1
The Man Who Knew Too Little ,1997,20000000,13801755,94,PG,23928,6.6,English,USA,15183,1,0,0,0,1,0,1,0,0,1
What's Your Number? ,2011,20000000,13987482,117,15,58957,6,English,USA,15713,0,0,0,0,0,1,1,0,0,0
Lockout ,2012,20000000,14291570,95,12A,82082,6.1,English,France,1414,1,1,0,1,1,0,0,0,0,0
Envy ,2004,40000000,12181484,99,12A,26390,4.8,English,USA,1189,0,0,0,0,0,0,1,0,0,0
Crank: High Voltage ,2009,20000000,13630226,96,15,112516,6.2,English,USA,30541,1,0,0,1,1,0,0,0,0,1
Bullets Over Broadway ,1994,20000000,13383737,98,15,29385,7.5,English,USA,4302,0,0,0,0,0,0,1,0,0,1
One Night with the King ,2006,20000000,13391174,123,PG,5796,6.3,English,USA,908,0,0,0,0,0,0,0,1,1,0
The Quiet American ,2002,30000000,12987647,101,15,24019,7.1,English,UK,3431,0,0,0,0,1,1,0,1,1,0
The Weather Man ,2005,22000000,12469811,102,15,69172,6.6,English,USA,13156,0,0,0,0,0,0,1,0,1,0
Undisputed ,2002,20000000,12398628,94,15,21542,6.1,English,USA,2880,1,0,0,0,0,0,0,1,1,1
Ghost Town ,2008,20000000,13214030,102,12A,60516,6.7,English,USA,500,0,0,1,0,0,1,1,0,1,0
12 Rounds ,2009,22000000,12232937,108,12A,22823,5.6,English,USA,2799,1,0,0,0,1,0,0,0,0,1
Let Me In ,2010,20000000,12134420,116,15,92237,7.2,English,UK,20258,0,0,1,0,0,0,0,1,1,0
3 Ninjas Kick Back ,1994,20000000,11784000,93,PG,6701,4.3,English,USA,1151,1,0,0,0,0,0,1,1,0,0
Be Kind Rewind ,2008,20000000,11169531,102,12A,79855,6.4,English,UK,1778,0,0,0,0,0,0,1,0,0,0
Mrs Henderson Presents ,2005,20000000,11034436,103,15,13505,7.1,English,UK,5637,0,0,0,0,0,0,1,1,1,0
Triple 9 ,2016,20000000,12626905,115,15,32567,6.3,English,USA,27214,1,0,0,0,1,0,0,0,1,1
Deconstructing Harry ,1997,20000000,10569071,96,15,35586,7.4,English,USA,11867,0,0,0,0,0,0,1,0,0,0
Three to Tango ,1999,20000000,10544143,98,12A,16372,6.1,English,Australia,4843,0,0,0,0,0,1,1,0,0,0
Burnt ,2015,20000000,13650738,101,15,61360,6.6,English,USA,16926,0,0,0,0,0,0,1,0,1,0
We're No Angels ,1989,20000000,10555348,106,12A,17349,6,English,USA,24887,0,0,0,0,0,0,1,0,0,1
Everyone Says I Love You ,1996,20000000,9714482,101,15,30083,6.8,English,USA,1614,0,0,0,0,0,1,1,1,0,0
Death at a Funeral ,2007,9000000,8579684,87,15,89547,7.4,English,USA,24324,0,0,0,0,0,0,1,0,0,0
Death Sentence ,2007,20000000,9525276,111,15,60156,6.8,English,USA,3309,1,0,0,0,1,0,0,0,0,1
Everybody's Fine ,2009,21000000,8855646,99,12A,49855,7.2,English,USA,23409,0,1,0,0,0,0,0,0,1,0
Superbabies: Baby Geniuses 2 ,2004,20000000,9109322,88,PG,25371,1.9,English,Germany,1343,0,0,0,1,0,0,1,1,0,0
The Man ,2005,33000000,8326035,83,12A,21933,5.5,English,Germany,1019,1,0,0,0,0,0,1,0,0,1
Code Name: The Cleaner ,2007,20000000,8104069,91,12A,9785,4.5,English,USA,2700,1,0,0,0,0,0,1,0,0,1
Connie and Carla ,2004,20000000,8054280,108,12A,6838,6.3,English,USA,2730,0,0,0,0,0,0,1,1,0,1
Inherent Vice ,2014,20000000,8093318,148,15,61935,6.7,English,USA,707,0,0,0,0,0,1,1,1,1,1
Doogal ,2006,20000000,7382993,77,U,3851,2.8,English,USA,2185,0,1,1,0,0,0,1,1,0,0
Battle of the Year ,2013,20000000,8888355,110,12A,7894,5,English,USA,3177,0,0,0,0,0,0,0,1,1,0
An American Carol ,2008,12000000,7001720,83,12A,8560,4.3,English,USA,2907,0,0,1,0,0,0,1,0,0,0
Willard ,2003,22000000,6852144,100,12A,15169,6.2,English,Canada,1267,0,0,0,1,1,0,0,1,1,0
Strange Wilderness ,2008,20000000,6563357,87,15,18571,5.3,English,USA,4218,0,1,0,0,0,0,1,0,0,0
Topsy-Turvy ,1999,10000000,6201757,154,15,10037,7.4,English,UK,1690,0,0,0,0,0,0,1,1,1,0
Little Boy ,2015,20000000,6420319,106,12A,15978,7.4,English,Mexico,5705,0,0,0,0,0,0,0,1,1,0
A Dangerous Method ,2011,15000000,5702083,99,15,80617,6.5,English,UK,23755,0,0,0,0,1,0,0,1,1,0
A Scanner Darkly ,2006,8700000,5480996,100,15,89383,7.1,English,USA,39507,0,0,0,1,1,0,0,1,1,0
Chasing Mavericks ,2012,20000000,6002756,116,PG,24997,7.2,English,USA,21200,0,0,0,0,0,0,0,1,1,0
Alone in the Dark ,2005,20000000,5132655,94,15,37626,2.3,English,Canada,838,0,0,0,1,0,0,0,1,0,0
Bandslam ,2009,20000000,5205343,111,PG,11958,6.4,English,USA,1573,0,0,0,0,0,1,1,1,1,0
Birth ,2004,20000000,5005883,100,15,29649,6.1,English,USA,2295,0,0,0,0,1,1,0,1,1,0
A Most Violent Year ,2014,20000000,5749134,125,15,45799,7,English,USA,3979,1,0,0,0,1,0,0,0,1,1
Flash of Genius ,2008,20000000,4234040,119,12A,14301,7,English,USA,64,0,0,0,0,0,0,0,1,1,0
I'm Not There. ,2007,20000000,4001121,135,15,48346,7,English,USA,36398,0,0,0,0,0,0,0,1,1,0
The Cold Light of Day ,2012,20000000,3749061,93,12A,28629,4.9,English,USA,30134,1,0,0,0,1,0,0,0,0,0
The Brothers Bloom ,2008,20000000,3519627,114,12A,41737,6.9,English,USA,3014,0,1,0,0,0,1,1,0,1,0
"Synecdoche, New York ",2008,21000000,3081925,124,15,55842,7.5,English,USA,24732,0,0,0,0,0,1,1,0,1,0
Princess Mononoke ,1997,2400000000,2298191,134,12A,221552,8.4,Japanese,Japan,2710,0,1,1,0,0,0,0,1,0,0
Bon voyage ,2003,20000000,2353728,114,12A,4293,6.9,French,France,1776,0,0,0,0,1,1,1,1,1,0
